DateTime,Data,Hora,Dem_Ativa,Dem_Reat,Tensao,Corrente,Fat_Pot,Fat_Carga
2025-01-04 00:05:00,04/01/2025,00:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:10:00,04/01/2025,00:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:15:00,04/01/2025,00:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:20:00,04/01/2025,00:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:25:00,04/01/2025,00:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:30:00,04/01/2025,00:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:35:00,04/01/2025,00:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:40:00,04/01/2025,00:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:45:00,04/01/2025,00:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:50:00,04/01/2025,00:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 00:55:00,04/01/2025,00:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:00:00,04/01/2025,01:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:05:00,04/01/2025,01:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:10:00,04/01/2025,01:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:15:00,04/01/2025,01:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:20:00,04/01/2025,01:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:25:00,04/01/2025,01:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:30:00,04/01/2025,01:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:35:00,04/01/2025,01:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:40:00,04/01/2025,01:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:45:00,04/01/2025,01:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:50:00,04/01/2025,01:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 01:55:00,04/01/2025,01:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:00:00,04/01/2025,02:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:05:00,04/01/2025,02:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:10:00,04/01/2025,02:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:15:00,04/01/2025,02:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:20:00,04/01/2025,02:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:25:00,04/01/2025,02:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:30:00,04/01/2025,02:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:35:00,04/01/2025,02:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:40:00,04/01/2025,02:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:45:00,04/01/2025,02:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:50:00,04/01/2025,02:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 02:55:00,04/01/2025,02:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:00:00,04/01/2025,03:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:05:00,04/01/2025,03:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:10:00,04/01/2025,03:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:15:00,04/01/2025,03:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:20:00,04/01/2025,03:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:25:00,04/01/2025,03:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:30:00,04/01/2025,03:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:35:00,04/01/2025,03:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:40:00,04/01/2025,03:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:45:00,04/01/2025,03:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:50:00,04/01/2025,03:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 03:55:00,04/01/2025,03:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:00:00,04/01/2025,04:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:05:00,04/01/2025,04:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:10:00,04/01/2025,04:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:15:00,04/01/2025,04:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:20:00,04/01/2025,04:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:25:00,04/01/2025,04:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:30:00,04/01/2025,04:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:35:00,04/01/2025,04:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:40:00,04/01/2025,04:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:45:00,04/01/2025,04:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:50:00,04/01/2025,04:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 04:55:00,04/01/2025,04:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:00:00,04/01/2025,05:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:05:00,04/01/2025,05:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:10:00,04/01/2025,05:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:15:00,04/01/2025,05:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:20:00,04/01/2025,05:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:25:00,04/01/2025,05:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:30:00,04/01/2025,05:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:35:00,04/01/2025,05:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:40:00,04/01/2025,05:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:45:00,04/01/2025,05:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:50:00,04/01/2025,05:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 05:55:00,04/01/2025,05:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:00:00,04/01/2025,06:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:05:00,04/01/2025,06:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:10:00,04/01/2025,06:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:15:00,04/01/2025,06:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:20:00,04/01/2025,06:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:25:00,04/01/2025,06:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:30:00,04/01/2025,06:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:35:00,04/01/2025,06:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:40:00,04/01/2025,06:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:45:00,04/01/2025,06:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:50:00,04/01/2025,06:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 06:55:00,04/01/2025,06:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:00:00,04/01/2025,07:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:05:00,04/01/2025,07:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:10:00,04/01/2025,07:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:15:00,04/01/2025,07:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:20:00,04/01/2025,07:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:25:00,04/01/2025,07:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:30:00,04/01/2025,07:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:35:00,04/01/2025,07:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:40:00,04/01/2025,07:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:45:00,04/01/2025,07:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:50:00,04/01/2025,07:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 07:55:00,04/01/2025,07:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:00:00,04/01/2025,08:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:05:00,04/01/2025,08:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:10:00,04/01/2025,08:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:15:00,04/01/2025,08:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:20:00,04/01/2025,08:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:25:00,04/01/2025,08:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:30:00,04/01/2025,08:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:35:00,04/01/2025,08:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:40:00,04/01/2025,08:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:45:00,04/01/2025,08:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:50:00,04/01/2025,08:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 08:55:00,04/01/2025,08:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:00:00,04/01/2025,09:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:05:00,04/01/2025,09:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:10:00,04/01/2025,09:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:15:00,04/01/2025,09:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:20:00,04/01/2025,09:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:25:00,04/01/2025,09:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:30:00,04/01/2025,09:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:35:00,04/01/2025,09:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:40:00,04/01/2025,09:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:45:00,04/01/2025,09:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:50:00,04/01/2025,09:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 09:55:00,04/01/2025,09:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:00:00,04/01/2025,10:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:05:00,04/01/2025,10:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:10:00,04/01/2025,10:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:15:00,04/01/2025,10:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:20:00,04/01/2025,10:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:25:00,04/01/2025,10:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:30:00,04/01/2025,10:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:35:00,04/01/2025,10:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:40:00,04/01/2025,10:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:45:00,04/01/2025,10:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:50:00,04/01/2025,10:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 10:55:00,04/01/2025,10:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:00:00,04/01/2025,11:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:05:00,04/01/2025,11:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:10:00,04/01/2025,11:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:15:00,04/01/2025,11:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:20:00,04/01/2025,11:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:25:00,04/01/2025,11:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:30:00,04/01/2025,11:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:35:00,04/01/2025,11:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:40:00,04/01/2025,11:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:45:00,04/01/2025,11:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:50:00,04/01/2025,11:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 11:55:00,04/01/2025,11:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:00:00,04/01/2025,12:00,0.0,0.0,0.0,0.0,1.0,0.0
