DateTime,Data,Hora,Dem_Ativa,Dem_Reat,Tensao,Corrente,Fat_Pot,Fat_Carga
2025-01-04 12:05:00,04/01/2025,12:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:10:00,04/01/2025,12:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:15:00,04/01/2025,12:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:20:00,04/01/2025,12:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:25:00,04/01/2025,12:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:30:00,04/01/2025,12:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:35:00,04/01/2025,12:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:40:00,04/01/2025,12:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:45:00,04/01/2025,12:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:50:00,04/01/2025,12:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 12:55:00,04/01/2025,12:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:00:00,04/01/2025,13:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:05:00,04/01/2025,13:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:10:00,04/01/2025,13:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:15:00,04/01/2025,13:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:20:00,04/01/2025,13:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:25:00,04/01/2025,13:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:30:00,04/01/2025,13:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:35:00,04/01/2025,13:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:40:00,04/01/2025,13:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:45:00,04/01/2025,13:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:50:00,04/01/2025,13:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 13:55:00,04/01/2025,13:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:00:00,04/01/2025,14:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:05:00,04/01/2025,14:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:10:00,04/01/2025,14:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:15:00,04/01/2025,14:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:20:00,04/01/2025,14:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:25:00,04/01/2025,14:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:30:00,04/01/2025,14:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:35:00,04/01/2025,14:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:40:00,04/01/2025,14:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:45:00,04/01/2025,14:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:50:00,04/01/2025,14:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 14:55:00,04/01/2025,14:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:00:00,04/01/2025,15:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:05:00,04/01/2025,15:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:10:00,04/01/2025,15:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:15:00,04/01/2025,15:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:20:00,04/01/2025,15:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:25:00,04/01/2025,15:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:30:00,04/01/2025,15:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:35:00,04/01/2025,15:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:40:00,04/01/2025,15:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:45:00,04/01/2025,15:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:50:00,04/01/2025,15:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 15:55:00,04/01/2025,15:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:00:00,04/01/2025,16:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:05:00,04/01/2025,16:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:10:00,04/01/2025,16:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:15:00,04/01/2025,16:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:20:00,04/01/2025,16:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:25:00,04/01/2025,16:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:30:00,04/01/2025,16:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:35:00,04/01/2025,16:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:40:00,04/01/2025,16:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:45:00,04/01/2025,16:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:50:00,04/01/2025,16:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 16:55:00,04/01/2025,16:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:00:00,04/01/2025,17:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:05:00,04/01/2025,17:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:10:00,04/01/2025,17:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:15:00,04/01/2025,17:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:20:00,04/01/2025,17:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:25:00,04/01/2025,17:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:30:00,04/01/2025,17:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:35:00,04/01/2025,17:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:40:00,04/01/2025,17:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:45:00,04/01/2025,17:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:50:00,04/01/2025,17:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 17:55:00,04/01/2025,17:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:00:00,04/01/2025,18:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:05:00,04/01/2025,18:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:10:00,04/01/2025,18:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:15:00,04/01/2025,18:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:20:00,04/01/2025,18:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:25:00,04/01/2025,18:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:30:00,04/01/2025,18:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:35:00,04/01/2025,18:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:40:00,04/01/2025,18:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:45:00,04/01/2025,18:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:50:00,04/01/2025,18:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 18:55:00,04/01/2025,18:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:00:00,04/01/2025,19:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:05:00,04/01/2025,19:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:10:00,04/01/2025,19:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:15:00,04/01/2025,19:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:20:00,04/01/2025,19:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:25:00,04/01/2025,19:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:30:00,04/01/2025,19:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:35:00,04/01/2025,19:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:40:00,04/01/2025,19:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:45:00,04/01/2025,19:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:50:00,04/01/2025,19:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 19:55:00,04/01/2025,19:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:00:00,04/01/2025,20:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:05:00,04/01/2025,20:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:10:00,04/01/2025,20:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:15:00,04/01/2025,20:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:20:00,04/01/2025,20:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:25:00,04/01/2025,20:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:30:00,04/01/2025,20:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:35:00,04/01/2025,20:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:40:00,04/01/2025,20:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:45:00,04/01/2025,20:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:50:00,04/01/2025,20:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 20:55:00,04/01/2025,20:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:00:00,04/01/2025,21:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:05:00,04/01/2025,21:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:10:00,04/01/2025,21:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:15:00,04/01/2025,21:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:20:00,04/01/2025,21:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:25:00,04/01/2025,21:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:30:00,04/01/2025,21:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:35:00,04/01/2025,21:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:40:00,04/01/2025,21:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:45:00,04/01/2025,21:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:50:00,04/01/2025,21:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 21:55:00,04/01/2025,21:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:00:00,04/01/2025,22:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:05:00,04/01/2025,22:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:10:00,04/01/2025,22:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:15:00,04/01/2025,22:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:20:00,04/01/2025,22:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:25:00,04/01/2025,22:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:30:00,04/01/2025,22:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:35:00,04/01/2025,22:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:40:00,04/01/2025,22:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:45:00,04/01/2025,22:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:50:00,04/01/2025,22:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 22:55:00,04/01/2025,22:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:00:00,04/01/2025,23:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:05:00,04/01/2025,23:05,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:10:00,04/01/2025,23:10,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:15:00,04/01/2025,23:15,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:20:00,04/01/2025,23:20,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:25:00,04/01/2025,23:25,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:30:00,04/01/2025,23:30,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:35:00,04/01/2025,23:35,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:40:00,04/01/2025,23:40,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:45:00,04/01/2025,23:45,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:50:00,04/01/2025,23:50,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-04 23:55:00,04/01/2025,23:55,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-05 00:00:00,04/01/2025,24:00,0.0,0.0,0.0,0.0,1.0,0.0
2025-01-05 00:05:00,05/01/2025,00:05,0.0,0.0,0.0,0.0,1.0,0.0
